,Description,month,year,country,country,industry,hacktype
599,"July 2017 . The Swedish Transport Agencyâs outsourced data is hacked, potentially compromising confidential information and classified information on military plans. ",July,2017,Unknown,Sweden,Transportation,Data Exfiltration
600,July 2017. Security researchers revealed d etails of a wide -ranging malware campaign linked to China which used over 600 strains of malware to conduct espionage operations on Southeast Asian military and government organizations ,July,2017,China,Unknown,Defense,Malware
601,July 2017. GCHQ issued a warning saying that state-sponsored hackers had likely broken into the Industrial Control Systems of UK energy companies ,July,2017,Unknown,United Kingdom,Energy,Unknown
602,"July 2017. Security researchers revealed an Iran -linked cyber espionage group active since 2013 that had used spear phishing and watering hole attacks t o target government institutions, defense companies, IT firms and more in Israel, Saudi Arabia, the US, Germany, Jordan, and Turkey. ",July,2017,Iran,Israel,Government,Phishing
603,July 2017. The FBI and DHS announced that hackers had been targeting US energy facilities including the Wolf Creek Nucl ear Operating Corporation in a campaign bearing resemblance to the operations of a known Russian hacking group ,July,2017,Russia,United States,Energy,Unknown
604,"July 2017. Cyber research firms reported a new malware campaign launched the day after North Koreaâs July missile tests. The identified family of malware featured a command and control infrastructure with links to South Korea, and had previously been used in three other campaigns linked to North Korea. ",July,2017,"Korea, North","Korea, South",Defense,Malware
605,"July 2017. Hackers attacked a partner of UniCredit, Italyâs largest bank, gaining access t o loan and biographical data from 400,000 client accounts ",July,2017,Unknown,Italy,Finance,Data Exfiltration
606,July 2017 . Russian hackers used leaked NSA tools to compromise Wi -Fi servers in European and Middle Eastern hotels in a campaign targeting top diplomats and industrial leaders. ,July,2017,Russia,Unknown,Telecommunications,Malware
607,July 2017. The Q atari government accused hackers in the United Arab Emirates of posting fake   news and attacking Qatari state -run media websites in a campaign designed to widen a rift between Gulf states. ,July,2017,United Arab Emirates,United Arab Emirates,Media,Misinformation
608,"June 2017. The New York Times revealed that spyware sold to the Mexican government was being used to target human rights lawyers, journalists, and anti -corruption activists ",June,2017,Unknown,Mexico,Non-profit,Malware
609,"June 2017. US-CERT identified the North Korean government as being behind a DDoS botnet infrastructure used to target media, financial, aerospac e, and critical infrastructure organizations worldwide ",June,2017,"Korea, North","Korea, South",Media,Denial of Service
610,June 2017. A Russia -linked hacking group was found to have launched a spear -phishing campaign against Montenegro after the country announced its decision to join NATO ,June,2017,Russia,Montenegro,Defense,Phishing
611,"June 2017. A NotPetya ransomware attack shut down the port terminals of Danish shipping giant Maersk for two days, causing an estimated $300 million in associated costs ",June,2017,Unknown,Denmark,Non-profit,Malware
612,"June 2017. Russian hackers used an updated ransomware program to target Ukrainian infrastructure, including power companies, airports, and public transit. ",June,2017,Russia,Ukraine,Energy,Malware
613,"June 2017. A brute -force attack alleged to have been carried out by Iranian state actors compromised nearly 90 British members of parliament, whose email accounts were hacked. ",June,2017,Iran,United Kingdom,Government,Unknown
614,"May 2017. Beginning in 2011, Hackers from the internet security firm Boyusec compromised the networks of three companies over a multi -year period and gained access to confidential documents and data, including sensitive internal communications, usernames and passwords, and business and commercial information ",Unknown,2011,Unknown,United States,Government,Data Exfiltration
615,"May 2017. A hacking campaign by an Iran -linked group targeted multiple Israeli IT vendors, financial institutions and the national post office ",May,2017,Iran,Israel,Government,Malware
616,May 2017. A ransomware campaign spread to 99 countries using a vulnerability revealed in the Shadow Brokersâ April 2017 dump of NSA tools. ,May,2017,Unknown,Unknown,Unknown,Malware
617,"May 2017. Lebanon accused Israel of hacking the Lebanese telecoms network and sending audio and WhatsApp messages to 10,000 people claiming that Hezbollahâs leader was behind the death of the groupâs top commander. ",May,2017,Israel,Lebanon,Telecommunications,Unknown
618,May 2017. An Irani an hacking group attempted to carry out an attack on a U.S. military contractor using Russian tools. ,May,2017,Russia,United States,Defense,Unknown
619,"May 2017. Thousands of emails and other documents from the campaign of French president -elect Emmanuel Macron, totaling 9 gigabytes, were released short ly before the election, in an effort linked to Russia. ",May,2017,Russia,France,Government,Unknown
620,"April 2017. The Israeli Cyber Defense Authority announced it had defended an Iranian cyberattack campaign against 120 targets in the government, high -tech, medical, and education sectors   ",April,2017,Iran,Israel,Government,Unknown
